source_path,sha256,priority,action,destination,note
research/fulltext/screening_2020_2024/TA-1291_openalex.pdf,4b19353669360c44a0d36518ddd732d015661be8a5c78cfe5559e01096452b0f,MUST READ,copied,recent papers/17_2025_Islam_Latent_Themes_ICWSM.pdf,Selected: relevant peer-reviewed paper in ICWSM 2025.
research/fulltext/screening_2020_2024/TA-1307_openalex.pdf,65f9252b945dc782dcf1d72f8170a1d6e04f9077be3c71816f29144c1ce2a3cd,MUST READ,copied,recent papers/18_2026_Object_Axial_Coding_ECIR.pdf,Selected: relevant peer-reviewed paper in ECIR 2026.
research/fulltext/screening_2020_2024/TA-1316_openalex.pdf,ca611f16f71a0040f154a4713748861b816af4891461fd6f17eed537ca425683,low priority,copied,low priority/screening_2020_2024__TA-1316_openalex.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/screening_2020_2024/TA-1317_openalex.pdf,01728c5b41073c48bd5473398edbdc6f83ba1996c518c52815d4651775709540,low priority,copied,low priority/screening_2020_2024__TA-1317_openalex.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/screening_2020_2024/TA-1327_openalex.pdf,b67ef2d60f301f0d40bcd7692fefd5924056207203ed833de17d85da022a3bf0,low priority,copied,low priority/screening_2020_2024__TA-1327_openalex.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/screening_2020_2024/TA-1332_openalex.pdf,6d4fc2f11da1fb3a7138ac4768f8d80fa353f4d220604666bb5de37c951239b3,low priority,copied,low priority/screening_2020_2024__TA-1332_openalex.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/screening_2020_2024/TA-1334_openalex.pdf,92a0db72bff8587c3089e092386a0abdfe4ec2dc06258de5b1c9ee42f45ed301,low priority,copied,low priority/screening_2020_2024__TA-1334_openalex.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/screening_2020_2024/TA-1339_openalex.pdf,a634a590e3aa1c6b467f79a7421a21ff34e15f03c79a5136fff3c082c4b81d02,low priority,copied,low priority/screening_2020_2024__TA-1339_openalex.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/screening_2020_2024/TA-1353_openalex.pdf,c3fbaed8c879d110e55a5295a1ab433a1e3afefe7f858b8696496fc01c250e26,low priority,copied,low priority/screening_2020_2024__TA-1353_openalex.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/screening_2020_2024/TA-1354_openalex.pdf,863951b68f367ade80b7d1b72e9d8e274ff99483f70622845beadb9059b1fe88,low priority,copied,low priority/screening_2020_2024__TA-1354_openalex.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/screening_2020_2024/TA-1355_openalex.pdf,e1f71ba538528f3f70089d0747114599f64ccb7f8e768042992f434541a85d55,low priority,copied,low priority/screening_2020_2024__TA-1355_openalex.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/second_pass_2026/FC-03_2601.15445.pdf,ea5929cc8f341e93084d074086067cc14046c8c63c5d0017935d2ea1824ec9cd,MUST READ,copied,recent papers/27_2026_Ye_Reflexis_CHI.pdf,Selected: relevant peer-reviewed paper in CHI 2026.
research/fulltext/second_pass_2026/FC-04_springer.pdf,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea,not a valid paper PDF,skipped,,The file has a .pdf name but does not contain PDF data (download/error stub).
research/fulltext/second_pass_2026/FC-06_2604.00008.pdf,ea04b09175704933ff522ea32093e69034d14cacdb0f815fc7d004dcaaab3516,low priority,copied,low priority/second_pass_2026__FC-06_2604.00008.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/second_pass_2026/FC-07_2603.08951.pdf,1b73453f8ea66000fb2623c74eceb1dd181ef3663ef8d524b670311f7381460b,low priority,copied,low priority/second_pass_2026__FC-07_2603.08951.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/second_pass_2026/FC-08_2603.01930.pdf,e126998ab632811c2bd28fb6e7e020ab4ab12a1097b35ebf9b0cdf9dafd50ece,low priority,copied,low priority/second_pass_2026__FC-08_2603.01930.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/second_pass_2026/FC-11_author.pdf,5e2819ac4d5d7d8edce11c6f6db68dd23aa7b402212e08752a18fbf1fa5ac4e5,MUST READ,copied,recent papers/29_2026_Beltran_Manifold_Thematic_Analysis_CCIS.pdf,Selected: relevant peer-reviewed paper in Springer CCIS / SEET.
research/fulltext/second_pass_2026/FC-12_2402.06124.pdf,53aad3e33bdee86737ccf6ae1d28f0ec75a322e16d3b1518c43a2776324076a1,MUST READ,copied,recent papers/28_2026_Lee_Teleoscope_CHI.pdf,Selected: relevant peer-reviewed paper in CHI 2026.
research/fulltext/second_pass_2026/FC-15_author.pdf,d23c307dcd831140257544117dfef9729ae29727533d46f561058cdeeadeef39,MUST READ,copied,recent papers/30_2026_Li_Confidence_Calibration_AIED.pdf,Selected: relevant peer-reviewed paper in AIED 2026.
research/fulltext/second_pass_2026/TA-0004_2608.07373.pdf,5f74f3c817898c2ef3b1119aed2716b895be0ef0c5c13c7c9c00b34be3aad938,low priority,copied,low priority/second_pass_2026__TA-0004_2608.07373.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/second_pass_2026/TA-0008_2603.00399.pdf,8d546e6a609f59a4953c6821c31a48a2da420c06b82ada29dc0eb6d621e440ab,low priority,copied,low priority/second_pass_2026__TA-0008_2603.00399.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/second_pass_2026/TA-0010_2603.19271.pdf,b1de9f27ec89492af4da304816037086172c641a84d3bea887074833da833706,low priority,copied,low priority/second_pass_2026__TA-0010_2603.19271.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/second_pass_2026/TA-0016_doi.pdf,15a1a39fd93a86ee910d3590572ba74a2e6c4bf882acd96b757d5eaf67beed0c,not a valid paper PDF,skipped,,The file has a .pdf name but does not contain PDF data (download/error stub).
research/fulltext/second_pass_2026/TA-0016_ios.pdf,0da88524ecc5601feb57eb24d63dd0f38b72c627e19a0562700124f9fc75c10d,not a valid paper PDF,skipped,,The file has a .pdf name but does not contain PDF data (download/error stub).
research/fulltext/second_pass_2026/TA-0018_official.pdf,a029698e5f89fc5e7fd365d8cff7667260f497e3c53ecba8007d226d9ab5b21e,low priority,copied,low priority/second_pass_2026__TA-0018_official.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/second_pass_2026/TA-0029_bmc.pdf,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea,not a valid paper PDF,skipped,,The file has a .pdf name but does not contain PDF data (download/error stub).
research/fulltext/second_pass_2026/TA-0029_bmc_counter.pdf,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea,not a valid paper PDF,skipped,,The file has a .pdf name but does not contain PDF data (download/error stub).
research/fulltext/second_pass_2026/TA-0047_2605.04491.pdf,c5fe778a29757c2391ea6f9653c8502b64e46487d2bde5d646252ac84536af97,low priority,copied,low priority/second_pass_2026__TA-0047_2605.04491.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/second_pass_2026/TA-0054_publisher.pdf,ca74d617384200012a0b179147df72633cc017faf84fb70956461bf295ac61a3,MUST READ,copied,recent papers/31_2026_Berkmortel_Nurse_Sentiment_JMIR.pdf,Selected: relevant peer-reviewed paper in Journal of Medical Internet Research.
research/fulltext/second_pass_2026/TA-0064_official.pdf,b6bb8a1a1ddb234fb58d32aac05cab7f09187f530a2a624cfc95a1f19dfc243a,low priority,copied,low priority/second_pass_2026__TA-0064_official.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/second_pass_2026/TA-0077_official.pdf,23c805386c8f38beed613b8aa8313647a5c4a0dc19f3c96357cf79b24b84d951,MUST READ,copied,recent papers/32_2026_Wahbeh_AutoTheme_HICSS.pdf,Selected: relevant peer-reviewed paper in HICSS 2026.
research/fulltext/second_pass_2026/TA-0120_official.pdf,50e2b1a711c21be25b046260093f5550bc55a70a3dbb2aa5236b9d85621fc9b7,MUST READ,copied,recent papers/33_2026_Hutchinson_AI_vs_Human_Coding_OJPHI.pdf,Selected: relevant peer-reviewed paper in Online Journal of Public Health Informatics.
research/fulltext/second_pass_2026/TA-0123_2608.16467.pdf,553e0d83adbf5095200d59bf7601c93addc8e58bc4cd91682b6e568580de5188,low priority,copied,low priority/second_pass_2026__TA-0123_2608.16467.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/second_pass_2026/TA-0137_2603.18398.pdf,5253e5d2781b5839eaba7e25c0b0baf67c8a066d2466e9f0cd72e67d8f6d7a5d,low priority,copied,low priority/second_pass_2026__TA-0137_2603.18398.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/second_pass_2026/TA-0151_2601.12618.pdf,c5090a149a89331650d46248906829c67313a3b4a73c628eaf194f8944c89946,MUST READ,copied,recent papers/34_2026_Tajik_Disagreement_as_Data_LAK.pdf,Selected: relevant peer-reviewed paper in LAK 2026.
research/fulltext/second_pass_2026/TA-0153_2608.04120.pdf,7d6bfd7a6cc17ef20bfe71a5deaa6f4feae8f0c72862fb6648eb4d7d11f84088,low priority,copied,low priority/second_pass_2026__TA-0153_2608.04120.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/second_pass_2026/TA-0175_doi.pdf,840da698befb3ecf36876a684e47314e9fa071fd66bdc2bac1d8ac908eb55f0a,not a valid paper PDF,skipped,,The file has a .pdf name but does not contain PDF data (download/error stub).
research/fulltext/second_pass_2026/TA-0175_repository.pdf,b553e7b3dc26660eeec87230228c6a1bacb9dda3c8c3daac56f4dda7866f327d,low priority,copied,low priority/second_pass_2026__TA-0175_repository.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/second_pass_2026/TA-0228_2601.11850.pdf,7faf6536d591b8e65bcaee1633ed199491aeb160368ffbda396a42d46d9e0215,low priority,copied,low priority/second_pass_2026__TA-0228_2601.11850.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/second_pass_2026/TA-0251_doi.pdf,def912e98a0c2ac7c951a44d74aa0513605ba158f6ed95a3a5abcf0e7e22c798,not a valid paper PDF,skipped,,The file has a .pdf name but does not contain PDF data (download/error stub).
research/fulltext/second_pass_2026/TA-0255_publisher.pdf,c1c84d6ab83be8d4f017b3e2ba643440eef39c79c81a4e698a8a722b7f2a97b8,low priority,copied,low priority/second_pass_2026__TA-0255_publisher.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/second_pass_2026/TA-0264_publisher.pdf,b843378066e7b8c9413da0c2cda600c1ad4ba72d2c4da81e01ac9e8ba7d226d0,MUST READ,copied,recent papers/35_2026_Xu_Autism_Annotation_JMIR.pdf,Selected: relevant peer-reviewed paper in Journal of Medical Internet Research.
research/fulltext/second_pass_2026/TA-0276_publisher.pdf,908917c39205d5bc335b479a915a986d809ab92b1666d82d3e873df1d9b554b2,low priority,copied,low priority/second_pass_2026__TA-0276_publisher.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/second_pass_2026/TA-0294_2606.15566.pdf,efd92d93afab187f7e6fa98de78935bbcedc1b2f0bf7c87f0c1e4ef26a20aa02,low priority,copied,low priority/second_pass_2026__TA-0294_2606.15566.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/second_pass_2026/TA-0314_official.pdf,1fe6703f94eb3586436a4f298de5fb8edf385eb919119e12a8f1aae0712e2da9,low priority,copied,low priority/second_pass_2026__TA-0314_official.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/second_pass_2026/TA-0330_doi.pdf,3a4ad854d964c75922a1d832ff090e4c1a936a1ac9fabc10cee2273ae06e2737,not a valid paper PDF,skipped,,The file has a .pdf name but does not contain PDF data (download/error stub).
research/fulltext/second_pass_2026/TA-0336_osf.pdf,91c8d259b633e8ad2f2ca2b305172cd14df3398abb6193802b2e46780d40e399,MUST READ,copied,recent papers/36_2026_Nguyen_NITA_QRP.pdf,Selected: relevant peer-reviewed paper in Qualitative Research in Psychology.
research/fulltext/second_pass_2026/TA-0338_2601.12181.pdf,df741f2221d00326b80ccf2986a5eed7a7c2603e2a0a754b498cf5bacf8e7755,MUST READ,copied,recent papers/37_2026_Ma_AI_Companions_CHI.pdf,Selected: relevant peer-reviewed paper in CHI 2026.
research/fulltext/second_pass_2026/TA-0345_author.pdf,b4f6836cbe5fc51950b133a77e65610d2f9e6f17f9ef9b4a4fb52c970db85f09,MUST READ,copied,recent papers/38_2026_Habib_Cochlear_Implant_Human_LLM_AJA.pdf,Selected: relevant peer-reviewed paper in American Journal of Audiology.
research/fulltext/second_pass_2026/TA-0351_official.pdf,1fe9b59b7a09d53c58942ab0f276970ef484e755821af6f85f4899b748804c45,MUST READ,copied,recent papers/39_2026_Fischer_Perspectives_NLP4DH.pdf,Selected: relevant peer-reviewed paper in NLP4DH 2026.
research/fulltext/second_pass_2026/TA-0360_arxiv.pdf,03269d946e916ae75af60cce56d3ed3ca3a049422965d392be1c70039df650d2,MUST READ,copied,recent papers/40_2026_Khalid_Prompt_Engineering_SSCR.pdf,Selected: relevant peer-reviewed paper in Social Science Computer Review.
research/fulltext/second_pass_2026/TA-0370_arxiv.pdf,d5a5697089301cf10a017ccdfa12de3798c209aeb40fc70fe44d02717b91ca13,MUST READ,copied,recent papers/41_2026_Ngo_Open_Source_Qualitative_Coding_CHI.pdf,Selected: relevant peer-reviewed paper in CHI 2026 Extended Abstracts.
research/fulltext/second_pass_2026/TA-0373_official.pdf,7f95749d9a8a951b087bc9d3101017097ef32738fb0f8567518f0229a365e732,low priority,copied,low priority/second_pass_2026__TA-0373_official.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/second_pass_2026/TA-0382_arxiv.pdf,34604468037f972875e999e96459330ce6c54fd33fe74562e0421bde8a45c066,MUST READ,copied,recent papers/42_2026_Chen_RAEC_PSB.pdf,Selected: relevant peer-reviewed paper in Pacific Symposium on Biocomputing.
research/fulltext/second_pass_2026/TA-0385_2604.23255.pdf,bdbb48a29d0aede3e1c47ab18fa31d31eb0a31edb9a13b40e90348ad280db038,low priority,copied,low priority/second_pass_2026__TA-0385_2604.23255.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/second_pass_2026/TA-0386_2602.22359.pdf,7dd5225de2a745e4e7598e53498d8078cee495bd23cd494466629274f8c39b4a,low priority,copied,low priority/second_pass_2026__TA-0386_2602.22359.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/second_pass_2026/TA-0388_2607.21549.pdf,4e0b87c4587e608591c44ac57c28e8d3d442c0621d618c6586aa2ae54c4126f9,low priority,copied,low priority/second_pass_2026__TA-0388_2607.21549.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/second_pass_2026/TA-0389_2601.09905.pdf,e04ea01cfb0dff4c243a0b074d6a53d5225458729896edebb378b6c9baca88f7,low priority,copied,low priority/second_pass_2026__TA-0389_2601.09905.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/second_pass_2026/TA-0392_2603.04413.pdf,564432740c8757bdbfb580f988ab682beb6b5f0f93b0717f43f453329cb85365,low priority,copied,low priority/second_pass_2026__TA-0392_2603.04413.pdf,Not selected for the 45-paper reputable-venue reading list.
research/fulltext/second_pass_2026/TA-0419_2602.19690.pdf,5255ecb759ba29ee41b1ce477051679a5c14bc909ddef79a97cc21998bd978a7,low priority,copied,low priority/second_pass_2026__TA-0419_2602.19690.pdf,Not selected for the 45-paper reputable-venue reading list.
