model_id,packet_id,target_flaw,route,detected,specialist_acquisitions,total_role_acquisitions,incremental_cost,total_role_cost,stop_reason,private_working_score,manuscript_eligible,dataset,corpus_id,evaluation_mode
qwen3:8b,PKT_303c6362968864b3,source_concentration,qualitative_methods,True,1,2,1.0,2.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_3290d62e739acc77,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_364f4f10923c99a9,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_02611900e846fc5e,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_02982196a5e6d627,counterevidence_loss,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_04cb0f041df4b4b9,source_concentration,both,False,2,3,2.25,3.25,both_specialists_acquired,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_06d4ed823fbfbd6e,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_08af74cd3d94c59a,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_08fb5b07994ecf09,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_0b5833a7479d18f5,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_0d75310cb7e660a8,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_1498bc634b878575,counterevidence_loss,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_19696515db5ec8da,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_19deb593a23568e0,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_1dc2aa9b1624a52e,source_concentration,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_1f39b1118592a33d,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_239a1386f7ac0fba,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_23b3e036fcac30d1,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_2741a98406c18c41,counterevidence_loss,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_277a42bbce3b60a6,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_286f62f20535c226,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_3125010dca0b3a05,counterevidence_loss,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_3e1980c9de371676,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
llama3.1:8b,PKT_02611900e846fc5e,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
llama3.1:8b,PKT_02982196a5e6d627,counterevidence_loss,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
llama3.1:8b,PKT_04cb0f041df4b4b9,source_concentration,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
llama3.1:8b,PKT_06d4ed823fbfbd6e,unsupported_evidence,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
llama3.1:8b,PKT_08af74cd3d94c59a,unsupported_evidence,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
llama3.1:8b,PKT_08fb5b07994ecf09,unsupported_abstraction,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
llama3.1:8b,PKT_0b5833a7479d18f5,unsupported_abstraction,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
llama3.1:8b,PKT_0d75310cb7e660a8,contextual_flattening,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
llama3.1:8b,PKT_1498bc634b878575,counterevidence_loss,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
llama3.1:8b,PKT_19696515db5ec8da,unsupported_evidence,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
llama3.1:8b,PKT_19deb593a23568e0,unsupported_abstraction,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
llama3.1:8b,PKT_1dc2aa9b1624a52e,source_concentration,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
llama3.1:8b,PKT_1f39b1118592a33d,unsupported_abstraction,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
llama3.1:8b,PKT_239a1386f7ac0fba,contextual_flattening,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
llama3.1:8b,PKT_23b3e036fcac30d1,unsupported_evidence,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
llama3.1:8b,PKT_2741a98406c18c41,counterevidence_loss,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
llama3.1:8b,PKT_277a42bbce3b60a6,unsupported_abstraction,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
llama3.1:8b,PKT_286f62f20535c226,unsupported_evidence,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
llama3.1:8b,PKT_3125010dca0b3a05,counterevidence_loss,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
llama3.1:8b,PKT_3e1980c9de371676,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_02611900e846fc5e,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_02982196a5e6d627,counterevidence_loss,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_04cb0f041df4b4b9,source_concentration,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_06d4ed823fbfbd6e,unsupported_evidence,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_08af74cd3d94c59a,unsupported_evidence,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_08fb5b07994ecf09,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_0b5833a7479d18f5,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_0d75310cb7e660a8,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_1498bc634b878575,counterevidence_loss,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_19696515db5ec8da,unsupported_evidence,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_19deb593a23568e0,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_1dc2aa9b1624a52e,source_concentration,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_1f39b1118592a33d,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_239a1386f7ac0fba,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_23b3e036fcac30d1,unsupported_evidence,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_2741a98406c18c41,counterevidence_loss,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_277a42bbce3b60a6,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_286f62f20535c226,unsupported_evidence,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_3125010dca0b3a05,counterevidence_loss,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
qwen3:8b,PKT_3e1980c9de371676,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_026594c9b5bda243,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_0717647058cac0d0,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_07d6ed65ee6547e8,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_0809725644588bcb,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_095ed03cf3ae1179,counterevidence_loss,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_0be1e44cef7c8fde,source_concentration,both,True,2,3,2.25,3.25,both_specialists_acquired,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_148310a7a26d58a5,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_162725a5e2166142,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_17956e7f667ff696,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_17fb699e379c46c7,counterevidence_loss,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_1917f595bc30a1e9,unsupported_evidence,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_19a152fea37e23a7,source_concentration,both,False,2,3,2.25,3.25,both_specialists_acquired,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_1a701194e07cb068,source_concentration,both,True,2,3,2.25,3.25,both_specialists_acquired,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_1c19bf22eb3b346e,source_concentration,both,True,2,3,2.25,3.25,both_specialists_acquired,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_23d82c81b9092735,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_26e814ded58c5d65,unsupported_abstraction,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_27be1aa2d7dda973,source_concentration,both,True,2,3,2.25,3.25,both_specialists_acquired,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_2b0b2bb8e6e6b39f,source_concentration,both,False,2,3,2.25,3.25,both_specialists_acquired,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_32fa4dfd5ad698e9,counterevidence_loss,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
gemma3:4b,PKT_34786b81eafb56b2,counterevidence_loss,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
llama3.1:8b,PKT_026594c9b5bda243,unsupported_evidence,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
llama3.1:8b,PKT_0717647058cac0d0,unsupported_abstraction,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
llama3.1:8b,PKT_07d6ed65ee6547e8,contextual_flattening,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
llama3.1:8b,PKT_0809725644588bcb,contextual_flattening,generalist,True,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
llama3.1:8b,PKT_095ed03cf3ae1179,counterevidence_loss,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
llama3.1:8b,PKT_0be1e44cef7c8fde,source_concentration,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
llama3.1:8b,PKT_148310a7a26d58a5,unsupported_evidence,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
llama3.1:8b,PKT_162725a5e2166142,unsupported_evidence,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
llama3.1:8b,PKT_17956e7f667ff696,contextual_flattening,generalist,False,0,1,0.0,1.0,expected_gain_below_threshold,True,False,Dreaddit,dreaddit,five_fold_out_of_fold_development
